Type	Shape	Chr	Start	End	color
cCREs w/o Repeats	circle	4	91374665	91374684	ff6600
cCREs w/o Repeats	circle	4	97777633	97777657	ff6600
cCREs w/o Repeats	circle	4	98817380	98817397	ff6600
cCREs w/o Repeats	circle	4	99657498	99657511	ff6600
cCREs w/o Repeats	circle	5	101765235	101765259	ff6600
cCREs w/o Repeats	circle	5	107403473	107403518	ff6600
cCREs w/o Repeats	circle	5	108367903	108367922	ff6600
cCREs w/o Repeats	circle	5	110342708	110342723	ff6600
cCREs w/o Repeats	circle	5	128432150	128432203	ff6600
cCREs w/o Repeats	circle	5	128953341	128953418	ff6600
cCREs w/o Repeats	circle	5	134456291	134456311	ff6600
cCREs w/o Repeats	circle	5	135077817	135077842	ff6600
cCREs w/o Repeats	circle	5	138995350	138995368	ff6600
cCREs w/o Repeats	circle	5	15934451	15934464	ff6600
cCREs w/o Repeats	circle	5	21055521	21055546	ff6600
cCREs w/o Repeats	circle	5	23675054	23675077	ff6600
cCREs w/o Repeats	circle	5	24427952	24427993	ff6600
cCREs w/o Repeats	circle	5	35056998	35057025	ff6600
cCREs w/o Repeats	circle	5	35391604	35391623	ff6600
cCREs w/o Repeats	circle	5	37241590	37241634	ff6600
cCREs w/o Repeats	circle	5	53049095	53049108	ff6600
cCREs w/o Repeats	circle	5	53213405	53213420	ff6600
cCREs w/o Repeats	circle	5	69340570	69340585	ff6600
cCREs w/o Repeats	circle	5	71700493	71700560	ff6600
cCREs w/o Repeats	circle	5	72503848	72503868	ff6600
cCREs w/o Repeats	circle	5	75153230	75153250	ff6600
cCREs w/o Repeats	circle	5	76657660	76657684	ff6600
cCREs w/o Repeats	circle	5	8893684	8893702	ff6600
cCREs w/o Repeats	circle	5	89883359	89883374	ff6600
cCREs w/o Repeats	circle	5	90785940	90785957	ff6600
cCREs w/o Repeats	circle	5	96373878	96373893	ff6600
cCREs w/o Repeats	circle	5	98167205	98167222	ff6600
cCREs w/o Repeats	circle	6	118011743	118011758	ff6600
cCREs w/o Repeats	circle	6	125711451	125711471	ff6600
cCREs w/o Repeats	circle	6	127769345	127769376	ff6600
cCREs w/o Repeats	circle	6	128035505	128035574	ff6600
cCREs w/o Repeats	circle	6	128299940	128299973	ff6600
cCREs w/o Repeats	circle	6	142964426	142964442	ff6600
cCREs w/o Repeats	circle	6	18030319	18030347	ff6600
cCREs w/o Repeats	circle	6	18170500	18170522	ff6600
cCREs w/o Repeats	circle	6	21985963	21986012	ff6600
cCREs w/o Repeats	circle	6	30175763	30175790	ff6600
cCREs w/o Repeats	circle	6	36388132	36388161	ff6600
cCREs w/o Repeats	circle	6	38663158	38663193	ff6600
cCREs w/o Repeats	circle	6	39557297	39557315	ff6600
cCREs w/o Repeats	circle	6	39871969	39871984	ff6600
cCREs w/o Repeats	circle	6	41605724	41605737	ff6600
cCREs w/o Repeats	circle	6	48629411	48629430	ff6600
cCREs w/o Repeats	circle	6	52165125	52165144	ff6600
cCREs w/o Repeats	circle	6	52191073	52191092	ff6600
cCREs w/o Repeats	circle	6	53287180	53287195	ff6600
cCREs w/o Repeats	circle	6	55452168	55452183	ff6600
cCREs w/o Repeats	circle	6	61180427	61180460	ff6600
cCREs w/o Repeats	circle	6	83069028	83069050	ff6600
cCREs w/o Repeats	circle	6	85155026	85155039	ff6600
cCREs w/o Repeats	circle	6	88189847	88189870	ff6600
cCREs w/o Repeats	circle	6	88193298	88193341	ff6600
cCREs w/o Repeats	circle	6	88874411	88874428	ff6600
cCREs w/o Repeats	circle	6	90428363	90428383	ff6600
cCREs w/o Repeats	circle	6	94699323	94699336	ff6600
cCREs w/o Repeats	circle	7	105425617	105425657	ff6600
cCREs w/o Repeats	circle	7	105787028	105787057	ff6600
cCREs w/o Repeats	circle	7	107370514	107370530	ff6600
cCREs w/o Repeats	circle	7	108950491	108950516	ff6600
cCREs w/o Repeats	circle	7	109865434	109865447	ff6600
cCREs w/o Repeats	circle	7	113766468	113766489	ff6600
cCREs w/o Repeats	circle	7	116237433	116237456	ff6600
cCREs w/o Repeats	circle	7	118993991	118994006	ff6600
cCREs w/o Repeats	circle	7	126369161	126369177	ff6600
cCREs w/o Repeats	circle	7	126847764	126847784	ff6600
cCREs w/o Repeats	circle	7	130692253	130692331	ff6600
cCREs w/o Repeats	circle	7	130866339	130866357	ff6600
cCREs w/o Repeats	circle	7	132599240	132599281	ff6600
cCREs w/o Repeats	circle	7	139086045	139086061	ff6600
cCREs w/o Repeats	circle	7	139581063	139581082	ff6600
cCREs w/o Repeats	circle	7	140153524	140153549	ff6600
cCREs w/o Repeats	circle	7	141482016	141482035	ff6600
cCREs w/o Repeats	circle	7	143459479	143459494	ff6600
cCREs w/o Repeats	circle	7	19399213	19399228	ff6600
cCREs w/o Repeats	circle	7	24481622	24481635	ff6600
cCREs w/o Repeats	circle	7	28693405	28693426	ff6600
cCREs w/o Repeats	circle	7	29308129	29308178	ff6600
cCREs w/o Repeats	circle	7	3412122	3412139	ff6600
cCREs w/o Repeats	circle	7	34811737	34811757	ff6600
cCREs w/o Repeats	circle	7	4119588	4119607	ff6600
cCREs w/o Repeats	circle	7	46376852	46376867	ff6600
cCREs w/o Repeats	circle	7	47132326	47132361	ff6600
cCREs w/o Repeats	circle	7	5057119	5057132	ff6600
cCREs w/o Repeats	circle	7	6730277	6730290	ff6600
cCREs w/o Repeats	circle	7	67758768	67758785	ff6600
cCREs w/o Repeats	circle	7	79509101	79509116	ff6600
cCREs w/o Repeats	circle	7	79592647	79592679	ff6600
cCREs w/o Repeats	circle	7	81992115	81992133	ff6600
cCREs w/o Repeats	circle	7	84410050	84410063	ff6600
cCREs w/o Repeats	circle	7	87246628	87246641	ff6600
cCREs w/o Repeats	circle	7	96209925	96209958	ff6600
cCREs w/o Repeats	circle	7	99424510	99424556	ff6600
cCREs w/o Repeats	circle	7	99535421	99535486	ff6600
cCREs w/o Repeats	circle	7	99626630	99626646	ff6600
cCREs w/o Repeats	circle	8	104170842	104170855	ff6600
cCREs w/o Repeats	circle	8	106136331	106136352	ff6600
cCREs w/o Repeats	circle	8	106336606	106336641	ff6600
cCREs w/o Repeats	circle	8	114205685	114205702	ff6600
cCREs w/o Repeats	circle	8	115707015	115707032	ff6600
cCREs w/o Repeats	circle	8	118379604	118379688	ff6600
cCREs w/o Repeats	circle	8	120114598	120114615	ff6600
cCREs w/o Repeats	circle	8	121651398	121651420	ff6600
cCREs w/o Repeats	circle	8	122752442	122752475	ff6600
cCREs w/o Repeats	circle	8	123117392	123117427	ff6600
cCREs w/o Repeats	circle	8	123411906	123411923	ff6600
cCREs w/o Repeats	circle	8	123514732	123514746	ff6600
cCREs w/o Repeats	circle	8	124231849	124231876	ff6600
cCREs w/o Repeats	circle	8	14090686	14090701	ff6600
cCREs w/o Repeats	circle	8	14911688	14911721	ff6600
cCREs w/o Repeats	circle	8	15027910	15027932	ff6600
cCREs w/o Repeats	circle	8	25519790	25519821	ff6600
cCREs w/o Repeats	circle	8	33797290	33797359	ff6600
cCREs w/o Repeats	circle	8	36251001	36251082	ff6600
cCREs w/o Repeats	circle	8	36457485	36457499	ff6600
cCREs w/o Repeats	circle	8	54077220	54077241	ff6600
cCREs w/o Repeats	circle	8	68276668	68276681	ff6600
cCREs w/o Repeats	circle	8	68734965	68734981	ff6600
cCREs w/o Repeats	circle	8	70283280	70283293	ff6600
cCREs w/o Repeats	circle	8	70755074	70755093	ff6600
cCREs w/o Repeats	circle	8	71569884	71569906	ff6600
cCREs w/o Repeats	circle	8	71602650	71602671	ff6600
cCREs w/o Repeats	circle	8	82863298	82863379	ff6600
cCREs w/o Repeats	circle	8	84001520	84001535	ff6600
cCREs w/o Repeats	circle	8	8660771	8660790	ff6600
cCREs w/o Repeats	circle	8	88272515	88272528	ff6600
cCREs w/o Repeats	circle	8	94152655	94152681	ff6600
cCREs w/o Repeats	circle	9	102354468	102354550	ff6600
cCREs w/o Repeats	circle	9	107551773	107551790	ff6600
cCREs w/o Repeats	circle	9	110879834	110879847	ff6600
cCREs w/o Repeats	circle	9	111311246	111311275	ff6600
cCREs w/o Repeats	circle	9	114843894	114843917	ff6600
cCREs w/o Repeats	circle	9	119401689	119401705	ff6600
cCREs w/o Repeats	circle	9	120174284	120174356	ff6600
cCREs w/o Repeats	circle	9	120539891	120539910	ff6600
cCREs w/o Repeats	circle	9	14614347	14614364	ff6600
cCREs w/o Repeats	circle	9	21937518	21937561	ff6600
cCREs w/o Repeats	circle	9	31912849	31912864	ff6600
cCREs w/o Repeats	circle	9	3199908	3199928	ff6600
cCREs w/o Repeats	circle	9	35558437	35558454	ff6600
cCREs w/o Repeats	circle	9	40269334	40269347	ff6600
cCREs w/o Repeats	circle	9	40686195	40686211	ff6600
cCREs w/o Repeats	circle	9	43744255	43744270	ff6600
cCREs w/o Repeats	circle	9	44134955	44134976	ff6600
cCREs w/o Repeats	circle	9	44733937	44733958	ff6600
cCREs w/o Repeats	circle	9	45430558	45430575	ff6600
cCREs w/o Repeats	circle	9	51103956	51103975	ff6600
cCREs w/o Repeats	circle	9	51765088	51765103	ff6600
cCREs w/o Repeats	circle	9	57504414	57504433	ff6600
cCREs w/o Repeats	circle	9	57696732	57696747	ff6600
cCREs w/o Repeats	circle	9	58554941	58554956	ff6600
cCREs w/o Repeats	circle	9	59577924	59577941	ff6600
cCREs w/o Repeats	circle	9	62026510	62026527	ff6600
cCREs w/o Repeats	circle	9	65630453	65630475	ff6600
cCREs w/o Repeats	circle	9	67759999	67760021	ff6600
cCREs w/o Repeats	circle	9	68653610	68653654	ff6600
cCREs w/o Repeats	circle	9	75610871	75610884	ff6600
cCREs w/o Repeats	circle	9	89622371	89622399	ff6600
cCREs w/o Repeats	circle	9	98425034	98425053	ff6600
cCREs w/o Repeats	circle	9	98955566	98955591	ff6600
cCREs w/o Repeats	circle	X	135036011	135036028	ff6600
cCREs w/o Repeats	circle	X	155624773	155624792	ff6600
cCREs w/o Repeats	circle	X	161717086	161717105	ff6600
cCREs w/o Repeats	circle	X	162643401	162643422	ff6600
cCREs w/o Repeats	circle	X	166239211	166239226	ff6600
cCREs w/o Repeats	circle	X	168123285	168123308	ff6600
cCREs w/o Repeats	circle	X	20060212	20060227	ff6600
cCREs w/o Repeats	circle	X	47892193	47892213	ff6600
cCREs w/o Repeats	circle	X	53976816	53976831	ff6600
cCREs w/o Repeats	circle	X	56731455	56731482	ff6600
cCREs w/o Repeats	circle	X	71050012	71050027	ff6600
cCREs w/o Repeats	circle	X	73640332	73640352	ff6600
cCREs w/o Repeats	circle	X	73880367	73880388	ff6600
cCREs w/o Repeats	circle	X	8206346	8206363	ff6600
