Type	Shape	Chr	Start	End	color
cCREs w/o Repeats	circle	14	118922852	118922878	ff6600
cCREs w/o Repeats	circle	14	121035402	121035426	ff6600
cCREs w/o Repeats	circle	14	121505174	121505206	ff6600
cCREs w/o Repeats	circle	14	122474197	122474226	ff6600
cCREs w/o Repeats	circle	14	122479132	122479161	ff6600
cCREs w/o Repeats	circle	14	13284749	13284777	ff6600
cCREs w/o Repeats	circle	14	14350649	14350685	ff6600
cCREs w/o Repeats	circle	14	18893331	18893350	ff6600
cCREs w/o Repeats	circle	14	20793341	20793364	ff6600
cCREs w/o Repeats	circle	14	22019952	22019980	ff6600
cCREs w/o Repeats	circle	14	27039652	27039676	ff6600
cCREs w/o Repeats	circle	14	29721900	29721954	ff6600
cCREs w/o Repeats	circle	14	31269524	31269554	ff6600
cCREs w/o Repeats	circle	14	32322217	32322250	ff6600
cCREs w/o Repeats	circle	14	32464965	32465010	ff6600
cCREs w/o Repeats	circle	14	32599842	32599866	ff6600
cCREs w/o Repeats	circle	14	33351435	33351492	ff6600
cCREs w/o Repeats	circle	14	34374720	34374748	ff6600
cCREs w/o Repeats	circle	14	34502238	34502276	ff6600
cCREs w/o Repeats	circle	14	45529820	45529847	ff6600
cCREs w/o Repeats	circle	14	46380510	46380533	ff6600
cCREs w/o Repeats	circle	14	46390617	46390670	ff6600
cCREs w/o Repeats	circle	14	48673612	48673647	ff6600
cCREs w/o Repeats	circle	14	48675084	48675112	ff6600
cCREs w/o Repeats	circle	14	49525421	49525448	ff6600
cCREs w/o Repeats	circle	14	51913477	51913503	ff6600
cCREs w/o Repeats	circle	14	54575802	54575828	ff6600
cCREs w/o Repeats	circle	14	54912766	54912810	ff6600
cCREs w/o Repeats	circle	14	55053846	55053871	ff6600
cCREs w/o Repeats	circle	14	55115743	55115771	ff6600
cCREs w/o Repeats	circle	14	55823324	55823351	ff6600
cCREs w/o Repeats	circle	14	55853802	55853829	ff6600
cCREs w/o Repeats	circle	14	57104133	57104155	ff6600
cCREs w/o Repeats	circle	14	59625540	59625573	ff6600
cCREs w/o Repeats	circle	14	60177225	60177248	ff6600
cCREs w/o Repeats	circle	14	62293069	62293088	ff6600
cCREs w/o Repeats	circle	14	66124551	66124586	ff6600
cCREs w/o Repeats	circle	14	66911086	66911110	ff6600
cCREs w/o Repeats	circle	14	67932963	67932988	ff6600
cCREs w/o Repeats	circle	14	70890024	70890084	ff6600
cCREs w/o Repeats	circle	14	75457177	75457219	ff6600
cCREs w/o Repeats	circle	14	76415475	76415508	ff6600
cCREs w/o Repeats	circle	14	76556351	76556385	ff6600
cCREs w/o Repeats	circle	14	7791679	7791700	ff6600
cCREs w/o Repeats	circle	14	79770699	79770725	ff6600
cCREs w/o Repeats	circle	15	100870754	100870799	ff6600
cCREs w/o Repeats	circle	15	101135583	101135607	ff6600
cCREs w/o Repeats	circle	15	102107307	102107336	ff6600
cCREs w/o Repeats	circle	15	102246341	102246372	ff6600
cCREs w/o Repeats	circle	15	102966484	102966515	ff6600
cCREs w/o Repeats	circle	15	103014911	103014930	ff6600
cCREs w/o Repeats	circle	15	103255396	103255418	ff6600
cCREs w/o Repeats	circle	15	103323051	103323078	ff6600
cCREs w/o Repeats	circle	15	103366663	103366688	ff6600
cCREs w/o Repeats	circle	15	103537494	103537527	ff6600
cCREs w/o Repeats	circle	15	25413474	25413496	ff6600
cCREs w/o Repeats	circle	15	25414109	25414150	ff6600
cCREs w/o Repeats	circle	15	26308982	26309005	ff6600
cCREs w/o Repeats	circle	15	30173258	30173290	ff6600
cCREs w/o Repeats	circle	15	32244662	32244692	ff6600
cCREs w/o Repeats	circle	15	32244739	32244760	ff6600
cCREs w/o Repeats	circle	15	34238592	34238633	ff6600
cCREs w/o Repeats	circle	15	35296086	35296122	ff6600
cCREs w/o Repeats	circle	15	35326492	35326523	ff6600
cCREs w/o Repeats	circle	15	37234445	37234502	ff6600
cCREs w/o Repeats	circle	15	38302235	38302256	ff6600
cCREs w/o Repeats	circle	15	39006210	39006230	ff6600
cCREs w/o Repeats	circle	15	39076848	39076882	ff6600
cCREs w/o Repeats	circle	15	40654838	40654872	ff6600
cCREs w/o Repeats	circle	15	73422654	73422676	ff6600
cCREs w/o Repeats	circle	15	75746279	75746310	ff6600
cCREs w/o Repeats	circle	15	76091231	76091258	ff6600
cCREs w/o Repeats	circle	15	76209102	76209130	ff6600
cCREs w/o Repeats	circle	15	76817762	76817789	ff6600
cCREs w/o Repeats	circle	15	77755285	77755343	ff6600
cCREs w/o Repeats	circle	15	7813457	7813483	ff6600
cCREs w/o Repeats	circle	15	78204024	78204047	ff6600
cCREs w/o Repeats	circle	15	78544783	78544822	ff6600
cCREs w/o Repeats	circle	15	78802967	78802996	ff6600
cCREs w/o Repeats	circle	15	79164386	79164406	ff6600
cCREs w/o Repeats	circle	15	79481533	79481551	ff6600
cCREs w/o Repeats	circle	15	79605327	79605365	ff6600
cCREs w/o Repeats	circle	15	80173505	80173535	ff6600
cCREs w/o Repeats	circle	15	80288492	80288520	ff6600
cCREs w/o Repeats	circle	15	80671889	80671912	ff6600
cCREs w/o Repeats	circle	15	81694741	81694771	ff6600
cCREs w/o Repeats	circle	15	82963797	82963849	ff6600
cCREs w/o Repeats	circle	15	84232587	84232619	ff6600
cCREs w/o Repeats	circle	15	84446328	84446355	ff6600
cCREs w/o Repeats	circle	15	84720037	84720076	ff6600
cCREs w/o Repeats	circle	15	85735715	85735737	ff6600
cCREs w/o Repeats	circle	15	86034236	86034267	ff6600
cCREs w/o Repeats	circle	15	88890828	88890846	ff6600
cCREs w/o Repeats	circle	15	89324130	89324174	ff6600
cCREs w/o Repeats	circle	15	89499754	89499787	ff6600
cCREs w/o Repeats	circle	15	90680383	90680415	ff6600
cCREs w/o Repeats	circle	15	92051381	92051417	ff6600
cCREs w/o Repeats	circle	15	93519214	93519250	ff6600
cCREs w/o Repeats	circle	15	98631517	98631541	ff6600
cCREs w/o Repeats	circle	15	98792321	98792349	ff6600
cCREs w/o Repeats	circle	15	98806074	98806115	ff6600
cCREs w/o Repeats	circle	15	98807817	98807875	ff6600
cCREs w/o Repeats	circle	15	98895472	98895495	ff6600
cCREs w/o Repeats	circle	15	99097127	99097177	ff6600
cCREs w/o Repeats	circle	15	99590974	99591003	ff6600
cCREs w/o Repeats	circle	16	10313595	10313630	ff6600
cCREs w/o Repeats	circle	16	11983195	11983224	ff6600
cCREs w/o Repeats	circle	16	17070069	17070090	ff6600
cCREs w/o Repeats	circle	16	18127938	18127963	ff6600
cCREs w/o Repeats	circle	16	18218648	18218680	ff6600
cCREs w/o Repeats	circle	16	18393038	18393067	ff6600
cCREs w/o Repeats	circle	16	20241351	20241381	ff6600
cCREs w/o Repeats	circle	16	20590565	20590593	ff6600
cCREs w/o Repeats	circle	16	20716046	20716093	ff6600
cCREs w/o Repeats	circle	16	20733301	20733328	ff6600
cCREs w/o Repeats	circle	16	26105141	26105165	ff6600
cCREs w/o Repeats	circle	16	30283119	30283156	ff6600
cCREs w/o Repeats	circle	16	35154812	35154851	ff6600
cCREs w/o Repeats	circle	16	35491014	35491041	ff6600
cCREs w/o Repeats	circle	16	37385053	37385087	ff6600
cCREs w/o Repeats	circle	16	37776987	37777035	ff6600
cCREs w/o Repeats	circle	16	5307156	5307180	ff6600
cCREs w/o Repeats	circle	16	58408790	58408821	ff6600
cCREs w/o Repeats	circle	16	65815784	65815809	ff6600
cCREs w/o Repeats	circle	16	78301562	78301598	ff6600
cCREs w/o Repeats	circle	16	85900361	85900380	ff6600
cCREs w/o Repeats	circle	16	90386354	90386379	ff6600
cCREs w/o Repeats	circle	16	92499175	92499206	ff6600
cCREs w/o Repeats	circle	16	94328020	94328055	ff6600
cCREs w/o Repeats	circle	16	97170179	97170201	ff6600
cCREs w/o Repeats	circle	16	97763493	97763517	ff6600
cCREs w/o Repeats	circle	17	13760900	13760951	ff6600
cCREs w/o Repeats	circle	17	15825975	15826003	ff6600
cCREs w/o Repeats	circle	17	17827052	17827100	ff6600
cCREs w/o Repeats	circle	17	24209321	24209360	ff6600
cCREs w/o Repeats	circle	17	24753129	24753151	ff6600
cCREs w/o Repeats	circle	17	25570478	25570503	ff6600
cCREs w/o Repeats	circle	17	25796674	25796707	ff6600
cCREs w/o Repeats	circle	17	26201403	26201430	ff6600
cCREs w/o Repeats	circle	17	26202925	26202949	ff6600
cCREs w/o Repeats	circle	17	26414792	26414822	ff6600
cCREs w/o Repeats	circle	17	26941533	26941608	ff6600
cCREs w/o Repeats	circle	17	28040715	28040747	ff6600
cCREs w/o Repeats	circle	17	28142628	28142680	ff6600
cCREs w/o Repeats	circle	17	28770168	28770204	ff6600
cCREs w/o Repeats	circle	17	29237953	29237980	ff6600
cCREs w/o Repeats	circle	17	31385942	31385977	ff6600
cCREs w/o Repeats	circle	17	34631344	34631372	ff6600
cCREs w/o Repeats	circle	17	34915675	34915700	ff6600
cCREs w/o Repeats	circle	17	34957137	34957172	ff6600
cCREs w/o Repeats	circle	17	35359665	35359686	ff6600
cCREs w/o Repeats	circle	17	36084032	36084094	ff6600
cCREs w/o Repeats	circle	17	43802118	43802143	ff6600
cCREs w/o Repeats	circle	17	44188481	44188530	ff6600
cCREs w/o Repeats	circle	17	45549565	45549584	ff6600
cCREs w/o Repeats	circle	17	46297542	46297568	ff6600
cCREs w/o Repeats	circle	17	46487081	46487107	ff6600
cCREs w/o Repeats	circle	17	47878321	47878364	ff6600
cCREs w/o Repeats	circle	17	49615314	49615338	ff6600
cCREs w/o Repeats	circle	17	55446193	55446215	ff6600
cCREs w/o Repeats	circle	17	55970829	55970859	ff6600
cCREs w/o Repeats	circle	17	56425290	56425316	ff6600
cCREs w/o Repeats	circle	17	56740063	56740091	ff6600
cCREs w/o Repeats	circle	17	57059267	57059310	ff6600
cCREs w/o Repeats	circle	17	62881169	62881209	ff6600
cCREs w/o Repeats	circle	17	66449807	66449831	ff6600
cCREs w/o Repeats	circle	17	67697143	67697194	ff6600
cCREs w/o Repeats	circle	17	68836987	68837029	ff6600
cCREs w/o Repeats	circle	17	68837617	68837643	ff6600
cCREs w/o Repeats	circle	17	69439818	69439841	ff6600
cCREs w/o Repeats	circle	17	73710620	73710654	ff6600
cCREs w/o Repeats	circle	17	79051952	79051977	ff6600
cCREs w/o Repeats	circle	17	85618473	85618507	ff6600
cCREs w/o Repeats	circle	18	11055215	11055240	ff6600
cCREs w/o Repeats	circle	18	16808652	16808678	ff6600
cCREs w/o Repeats	circle	18	20961829	20961871	ff6600
cCREs w/o Repeats	circle	18	32377835	32377860	ff6600
cCREs w/o Repeats	circle	18	33463942	33463975	ff6600
cCREs w/o Repeats	circle	18	35652406	35652433	ff6600
cCREs w/o Repeats	circle	18	35829869	35829894	ff6600
cCREs w/o Repeats	circle	18	38025634	38025677	ff6600
cCREs w/o Repeats	circle	18	52528567	52528602	ff6600
cCREs w/o Repeats	circle	18	58210487	58210510	ff6600
cCREs w/o Repeats	circle	18	59174876	59174907	ff6600
cCREs w/o Repeats	circle	18	61035991	61036027	ff6600
cCREs w/o Repeats	circle	18	61786398	61786417	ff6600
cCREs w/o Repeats	circle	18	61952922	61952948	ff6600
cCREs w/o Repeats	circle	18	62324389	62324424	ff6600
cCREs w/o Repeats	circle	18	63386488	63386510	ff6600
cCREs w/o Repeats	circle	18	65581162	65581216	ff6600
cCREs w/o Repeats	circle	18	67343952	67343992	ff6600
cCREs w/o Repeats	circle	18	67465016	67465037	ff6600
cCREs w/o Repeats	circle	18	69198432	69198472	ff6600
cCREs w/o Repeats	circle	18	7002661	7002687	ff6600
cCREs w/o Repeats	circle	18	70053034	70053056	ff6600
cCREs w/o Repeats	circle	18	74064677	74064705	ff6600
cCREs w/o Repeats	circle	18	74065001	74065038	ff6600
cCREs w/o Repeats	circle	18	75819995	75820014	ff6600
cCREs w/o Repeats	circle	18	80047649	80047690	ff6600
cCREs w/o Repeats	circle	18	80986592	80986651	ff6600
cCREs w/o Repeats	circle	18	86711556	86711584	ff6600
cCREs w/o Repeats	circle	18	89769539	89769561	ff6600
cCREs w/o Repeats	circle	19	10018193	10018218	ff6600
cCREs w/o Repeats	circle	19	11818644	11818674	ff6600
cCREs w/o Repeats	circle	19	16955599	16955618	ff6600
cCREs w/o Repeats	circle	19	17837328	17837369	ff6600
cCREs w/o Repeats	circle	19	24031063	24031100	ff6600
cCREs w/o Repeats	circle	19	24900167	24900208	ff6600
cCREs w/o Repeats	circle	19	32595985	32596017	ff6600
cCREs w/o Repeats	circle	19	38124891	38124922	ff6600
cCREs w/o Repeats	circle	19	38837466	38837492	ff6600
cCREs w/o Repeats	circle	19	42255687	42255722	ff6600
cCREs w/o Repeats	circle	19	42380744	42380792	ff6600
cCREs w/o Repeats	circle	19	4476741	4476762	ff6600
cCREs w/o Repeats	circle	19	44836248	44836283	ff6600
cCREs w/o Repeats	circle	19	45150554	45150576	ff6600
cCREs w/o Repeats	circle	19	45742910	45742977	ff6600
cCREs w/o Repeats	circle	19	45815828	45815851	ff6600
cCREs w/o Repeats	circle	19	46367749	46367775	ff6600
cCREs w/o Repeats	circle	19	46761436	46761460	ff6600
cCREs w/o Repeats	circle	19	47314366	47314420	ff6600
cCREs w/o Repeats	circle	19	4855498	4855521	ff6600
cCREs w/o Repeats	circle	19	4943109	4943168	ff6600
cCREs w/o Repeats	circle	19	4990035	4990065	ff6600
cCREs w/o Repeats	circle	19	50678770	50678804	ff6600
cCREs w/o Repeats	circle	19	5071931	5071956	ff6600
cCREs w/o Repeats	circle	19	5298703	5298736	ff6600
cCREs w/o Repeats	circle	19	54047264	54047303	ff6600
cCREs w/o Repeats	circle	19	5474865	5474903	ff6600
cCREs w/o Repeats	circle	19	56874121	56874167	ff6600
cCREs w/o Repeats	circle	19	6847857	6847900	ff6600
cCREs w/o Repeats	circle	19	8989461	8989495	ff6600
cCREs w/o Repeats	circle	1	11414405	11414430	ff6600
cCREs w/o Repeats	circle	1	119421140	119421162	ff6600
cCREs w/o Repeats	circle	1	119523242	119523272	ff6600
cCREs w/o Repeats	circle	1	120341405	120341434	ff6600
cCREs w/o Repeats	circle	1	120602129	120602163	ff6600
cCREs w/o Repeats	circle	1	126492946	126492992	ff6600
cCREs w/o Repeats	circle	1	131245222	131245240	ff6600
cCREs w/o Repeats	circle	1	132520784	132520810	ff6600
cCREs w/o Repeats	circle	1	133363399	133363422	ff6600
cCREs w/o Repeats	circle	1	133423581	133423602	ff6600
cCREs w/o Repeats	circle	1	134234806	134234826	ff6600
cCREs w/o Repeats	circle	1	135919018	135919046	ff6600
cCREs w/o Repeats	circle	1	136051238	136051263	ff6600
cCREs w/o Repeats	circle	1	136052832	136052894	ff6600
cCREs w/o Repeats	circle	1	136260959	136260980	ff6600
cCREs w/o Repeats	circle	1	138847901	138847928	ff6600
cCREs w/o Repeats	circle	1	152955416	152955450	ff6600
cCREs w/o Repeats	circle	1	155244139	155244166	ff6600
cCREs w/o Repeats	circle	1	156303645	156303670	ff6600
cCREs w/o Repeats	circle	1	16093043	16093072	ff6600
cCREs w/o Repeats	circle	1	180483073	180483104	ff6600
cCREs w/o Repeats	circle	1	185454858	185454891	ff6600
cCREs w/o Repeats	circle	1	189728229	189728247	ff6600
cCREs w/o Repeats	circle	1	190170511	190170543	ff6600
cCREs w/o Repeats	circle	1	190978499	190978528	ff6600
cCREs w/o Repeats	circle	1	192191242	192191273	ff6600
cCREs w/o Repeats	circle	1	192834868	192834897	ff6600
cCREs w/o Repeats	circle	1	192855189	192855240	ff6600
cCREs w/o Repeats	circle	1	193035765	193035787	ff6600
cCREs w/o Repeats	circle	1	193273232	193273267	ff6600
cCREs w/o Repeats	circle	1	23763250	23763298	ff6600
cCREs w/o Repeats	circle	1	33907594	33907623	ff6600
cCREs w/o Repeats	circle	1	36557280	36557301	ff6600
cCREs w/o Repeats	circle	1	37719191	37719216	ff6600
cCREs w/o Repeats	circle	1	39721029	39721054	ff6600
cCREs w/o Repeats	circle	1	40326226	40326255	ff6600
cCREs w/o Repeats	circle	1	40681525	40681564	ff6600
cCREs w/o Repeats	circle	1	42714589	42714639	ff6600
cCREs w/o Repeats	circle	1	57775369	57775395	ff6600
cCREs w/o Repeats	circle	1	60410037	60410058	ff6600
cCREs w/o Repeats	circle	1	63248415	63248446	ff6600
cCREs w/o Repeats	circle	1	64736992	64737024	ff6600
cCREs w/o Repeats	circle	1	69107580	69107607	ff6600
cCREs w/o Repeats	circle	1	72873719	72873744	ff6600
cCREs w/o Repeats	circle	1	74409048	74409083	ff6600
cCREs w/o Repeats	circle	1	74951511	74951557	ff6600
cCREs w/o Repeats	circle	1	75381893	75381923	ff6600
cCREs w/o Repeats	circle	1	75546187	75546211	ff6600
cCREs w/o Repeats	circle	1	78196878	78196903	ff6600
cCREs w/o Repeats	circle	1	78309976	78310001	ff6600
cCREs w/o Repeats	circle	1	79858694	79858729	ff6600
cCREs w/o Repeats	circle	1	82290707	82290729	ff6600
cCREs w/o Repeats	circle	1	84695664	84695722	ff6600
cCREs w/o Repeats	circle	1	87264295	87264316	ff6600
cCREs w/o Repeats	circle	1	89481275	89481294	ff6600
cCREs w/o Repeats	circle	1	9299267	9299293	ff6600
cCREs w/o Repeats	circle	2	105126228	105126257	ff6600
cCREs w/o Repeats	circle	2	105126704	105126723	ff6600
cCREs w/o Repeats	circle	2	105674768	105674803	ff6600
cCREs w/o Repeats	circle	2	109677832	109677862	ff6600
cCREs w/o Repeats	circle	2	118111797	118111848	ff6600
cCREs w/o Repeats	circle	2	118677862	118677899	ff6600
cCREs w/o Repeats	circle	2	118702827	118702859	ff6600
cCREs w/o Repeats	circle	2	119237636	119237659	ff6600
cCREs w/o Repeats	circle	2	119742854	119742892	ff6600
cCREs w/o Repeats	circle	2	125506712	125506735	ff6600
cCREs w/o Repeats	circle	2	127482213	127482248	ff6600
cCREs w/o Repeats	circle	2	128698714	128698734	ff6600
cCREs w/o Repeats	circle	2	129593148	129593182	ff6600
cCREs w/o Repeats	circle	2	13010557	13010596	ff6600
cCREs w/o Repeats	circle	2	13011116	13011149	ff6600
cCREs w/o Repeats	circle	2	130295318	130295348	ff6600
cCREs w/o Repeats	circle	2	130576337	130576362	ff6600
cCREs w/o Repeats	circle	2	130580573	130580596	ff6600
cCREs w/o Repeats	circle	2	131127295	131127321	ff6600
cCREs w/o Repeats	circle	2	131171637	131171657	ff6600
cCREs w/o Repeats	circle	2	133554774	133554809	ff6600
cCREs w/o Repeats	circle	2	139678530	139678563	ff6600
cCREs w/o Repeats	circle	2	143546002	143546057	ff6600
cCREs w/o Repeats	circle	2	143862850	143862879	ff6600
cCREs w/o Repeats	circle	2	144330812	144330842	ff6600
cCREs w/o Repeats	circle	2	147085366	147085393	ff6600
cCREs w/o Repeats	circle	2	151009130	151009174	ff6600
cCREs w/o Repeats	circle	2	151632396	151632425	ff6600
cCREs w/o Repeats	circle	2	151670174	151670205	ff6600
cCREs w/o Repeats	circle	2	152082188	152082214	ff6600
cCREs w/o Repeats	circle	2	152626913	152626936	ff6600
cCREs w/o Repeats	circle	2	152735070	152735100	ff6600
cCREs w/o Repeats	circle	2	153032084	153032108	ff6600
cCREs w/o Repeats	circle	2	153444516	153444542	ff6600
cCREs w/o Repeats	circle	2	154407651	154407681	ff6600
cCREs w/o Repeats	circle	2	154549411	154549458	ff6600
cCREs w/o Repeats	circle	2	157558479	157558500	ff6600
cCREs w/o Repeats	circle	2	157560274	157560294	ff6600
cCREs w/o Repeats	circle	2	158146400	158146440	ff6600
cCREs w/o Repeats	circle	2	160365625	160365650	ff6600
cCREs w/o Repeats	circle	2	161109344	161109372	ff6600
cCREs w/o Repeats	circle	2	163918421	163918453	ff6600
cCREs w/o Repeats	circle	2	164404651	164404677	ff6600
cCREs w/o Repeats	circle	2	164952751	164952787	ff6600
cCREs w/o Repeats	circle	2	164961014	164961064	ff6600
cCREs w/o Repeats	circle	2	165504004	165504027	ff6600
cCREs w/o Repeats	circle	2	168081369	168081400	ff6600
cCREs w/o Repeats	circle	2	168281181	168281212	ff6600
cCREs w/o Repeats	circle	2	168766087	168766119	ff6600
cCREs w/o Repeats	circle	2	178407138	178407161	ff6600
cCREs w/o Repeats	circle	2	178415015	178415049	ff6600
cCREs w/o Repeats	circle	2	180104168	180104197	ff6600
cCREs w/o Repeats	circle	2	180385376	180385401	ff6600
cCREs w/o Repeats	circle	2	180500448	180500479	ff6600
cCREs w/o Repeats	circle	2	180893906	180893928	ff6600
cCREs w/o Repeats	circle	2	180894436	180894478	ff6600
cCREs w/o Repeats	circle	2	181039295	181039365	ff6600
cCREs w/o Repeats	circle	2	181134443	181134484	ff6600
cCREs w/o Repeats	circle	2	181314300	181314320	ff6600
cCREs w/o Repeats	circle	2	181458758	181458800	ff6600
cCREs w/o Repeats	circle	2	181671115	181671159	ff6600
cCREs w/o Repeats	circle	2	18800433	18800463	ff6600
cCREs w/o Repeats	circle	2	19431117	19431155	ff6600
cCREs w/o Repeats	circle	2	25578783	25578826	ff6600
cCREs w/o Repeats	circle	2	26122449	26122475	ff6600
cCREs w/o Repeats	circle	2	27142596	27142623	ff6600
cCREs w/o Repeats	circle	2	28447046	28447062	ff6600
cCREs w/o Repeats	circle	2	28513216	28513244	ff6600
cCREs w/o Repeats	circle	2	28915759	28915796	ff6600
cCREs w/o Repeats	circle	2	3118325	3118350	ff6600
cCREs w/o Repeats	circle	2	32084377	32084409	ff6600
cCREs w/o Repeats	circle	2	32318253	32318299	ff6600
cCREs w/o Repeats	circle	2	32646853	32646899	ff6600
cCREs w/o Repeats	circle	2	32741425	32741453	ff6600
cCREs w/o Repeats	circle	2	33130540	33130563	ff6600
cCREs w/o Repeats	circle	2	33370806	33370837	ff6600
cCREs w/o Repeats	circle	2	35558753	35558805	ff6600
cCREs w/o Repeats	circle	2	35661181	35661204	ff6600
cCREs w/o Repeats	circle	2	37776190	37776214	ff6600
cCREs w/o Repeats	circle	2	4717928	4717949	ff6600
cCREs w/o Repeats	circle	2	49619981	49620000	ff6600
cCREs w/o Repeats	circle	2	51148461	51148504	ff6600
cCREs w/o Repeats	circle	2	52858843	52858868	ff6600
cCREs w/o Repeats	circle	2	54085572	54085605	ff6600
cCREs w/o Repeats	circle	2	54436071	54436096	ff6600
cCREs w/o Repeats	circle	2	58358070	58358093	ff6600
cCREs w/o Repeats	circle	2	58566863	58566887	ff6600
cCREs w/o Repeats	circle	2	60962219	60962250	ff6600
cCREs w/o Repeats	circle	2	65022781	65022827	ff6600
cCREs w/o Repeats	circle	2	70475896	70475931	ff6600
cCREs w/o Repeats	circle	2	70562105	70562143	ff6600
cCREs w/o Repeats	circle	2	70563358	70563381	ff6600
cCREs w/o Repeats	circle	2	71529452	71529489	ff6600
cCREs w/o Repeats	circle	2	71543938	71543976	ff6600
cCREs w/o Repeats	circle	2	71787453	71787496	ff6600
cCREs w/o Repeats	circle	2	71981126	71981146	ff6600
cCREs w/o Repeats	circle	2	73529397	73529424	ff6600
cCREs w/o Repeats	circle	2	73775240	73775266	ff6600
cCREs w/o Repeats	circle	2	74674925	74674953	ff6600
cCREs w/o Repeats	circle	2	74683175	74683226	ff6600
cCREs w/o Repeats	circle	2	74697775	74697802	ff6600
cCREs w/o Repeats	circle	2	74727897	74727936	ff6600
cCREs w/o Repeats	circle	2	74753480	74753510	ff6600
cCREs w/o Repeats	circle	2	76407425	76407461	ff6600
cCREs w/o Repeats	circle	2	76647728	76647754	ff6600
cCREs w/o Repeats	circle	2	77280220	77280255	ff6600
cCREs w/o Repeats	circle	2	79454347	79454370	ff6600
cCREs w/o Repeats	circle	2	80447661	80447705	ff6600
cCREs w/o Repeats	circle	2	84742857	84742895	ff6600
cCREs w/o Repeats	circle	2	93334839	93334863	ff6600
cCREs w/o Repeats	circle	2	9878817	9878854	ff6600
cCREs w/o Repeats	circle	3	102204643	102204684	ff6600
cCREs w/o Repeats	circle	3	103102842	103102869	ff6600
cCREs w/o Repeats	circle	3	104781030	104781055	ff6600
cCREs w/o Repeats	circle	3	104788956	104788982	ff6600
cCREs w/o Repeats	circle	3	105052944	105052986	ff6600
cCREs w/o Repeats	circle	3	107102519	107102548	ff6600
cCREs w/o Repeats	circle	3	107517811	107517830	ff6600
cCREs w/o Repeats	circle	3	108592047	108592089	ff6600
cCREs w/o Repeats	circle	3	117575445	117575472	ff6600
cCREs w/o Repeats	circle	3	118562331	118562379	ff6600
cCREs w/o Repeats	circle	3	121723440	121723461	ff6600
cCREs w/o Repeats	circle	3	122073149	122073168	ff6600
cCREs w/o Repeats	circle	3	122729054	122729083	ff6600
cCREs w/o Repeats	circle	3	123690870	123690898	ff6600
cCREs w/o Repeats	circle	3	129204258	129204285	ff6600
cCREs w/o Repeats	circle	3	129225454	129225484	ff6600
cCREs w/o Repeats	circle	3	132950248	132950270	ff6600
cCREs w/o Repeats	circle	3	13471600	13471638	ff6600
cCREs w/o Repeats	circle	3	145650213	145650243	ff6600
cCREs w/o Repeats	circle	3	153973413	153973441	ff6600
cCREs w/o Repeats	circle	3	154664130	154664162	ff6600
cCREs w/o Repeats	circle	3	156561567	156561593	ff6600
cCREs w/o Repeats	circle	3	18054671	18054698	ff6600
cCREs w/o Repeats	circle	3	26331711	26331737	ff6600
cCREs w/o Repeats	circle	3	27938846	27938888	ff6600
cCREs w/o Repeats	circle	3	28781681	28781708	ff6600
cCREs w/o Repeats	circle	3	30855925	30855953	ff6600
cCREs w/o Repeats	circle	3	33143070	33143093	ff6600
cCREs w/o Repeats	circle	3	34640931	34640960	ff6600
cCREs w/o Repeats	circle	3	38885625	38885649	ff6600
cCREs w/o Repeats	circle	3	49757408	49757444	ff6600
cCREs w/o Repeats	circle	3	53041786	53041811	ff6600
cCREs w/o Repeats	circle	3	54755851	54755873	ff6600
cCREs w/o Repeats	circle	3	58636895	58636940	ff6600
cCREs w/o Repeats	circle	3	59006605	59006628	ff6600
cCREs w/o Repeats	circle	3	62338866	62338893	ff6600
cCREs w/o Repeats	circle	3	63899178	63899212	ff6600
cCREs w/o Repeats	circle	3	68494104	68494145	ff6600
cCREs w/o Repeats	circle	3	79567392	79567419	ff6600
cCREs w/o Repeats	circle	3	83127480	83127511	ff6600
cCREs w/o Repeats	circle	3	85971433	85971470	ff6600
cCREs w/o Repeats	circle	3	87174847	87174866	ff6600
cCREs w/o Repeats	circle	3	87971685	87971723	ff6600
cCREs w/o Repeats	circle	3	88023663	88023698	ff6600
cCREs w/o Repeats	circle	3	88200451	88200481	ff6600
cCREs w/o Repeats	circle	3	88254398	88254425	ff6600
cCREs w/o Repeats	circle	3	88532567	88532594	ff6600
cCREs w/o Repeats	circle	3	89348906	89348931	ff6600
cCREs w/o Repeats	circle	3	90389921	90389937	ff6600
cCREs w/o Repeats	circle	3	94478445	94478474	ff6600
cCREs w/o Repeats	circle	3	94786674	94786698	ff6600
cCREs w/o Repeats	circle	3	95161627	95161644	ff6600
cCREs w/o Repeats	circle	3	96527294	96527333	ff6600
cCREs w/o Repeats	circle	3	96601292	96601339	ff6600
cCREs w/o Repeats	circle	3	98941339	98941362	ff6600
cCREs w/o Repeats	circle	4	100095626	100095683	ff6600
cCREs w/o Repeats	circle	4	104367478	104367516	ff6600
cCREs w/o Repeats	circle	4	106622514	106622545	ff6600
cCREs w/o Repeats	circle	4	107435406	107435425	ff6600
cCREs w/o Repeats	circle	4	107683806	107683832	ff6600
cCREs w/o Repeats	circle	4	108217752	108217774	ff6600
cCREs w/o Repeats	circle	4	110351747	110351768	ff6600
cCREs w/o Repeats	circle	4	114822161	114822193	ff6600
cCREs w/o Repeats	circle	4	114902511	114902532	ff6600
cCREs w/o Repeats	circle	4	117095852	117095882	ff6600
cCREs w/o Repeats	circle	4	117496330	117496361	ff6600
cCREs w/o Repeats	circle	4	119492712	119492746	ff6600
